Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
74,JaMychal Green\greenja01,PF,26,MEM,6,2,19.7,2.8,6,0.472,1.2,2.7,0.438,1.7,3.3,0.5,0.569,0.5,0.5,1,0.5,2.8,3.3,0.3,0,0,0.7,3.5,7.3,8.8,0.589,0.444,0.083,3.3,18.7,11,3,0,0,9.7,17.5,0.1,0,0,0.02,-4,-0.6,-4.6,-0.1
75,Blake Griffin\griffbl01,PF,27,LAC,3,3,33,8.3,17,0.49,1.3,2,0.667,7,15,0.467,0.529,2.3,2.3,1,1,5,6,2.3,0.7,0.3,2,0.7,20.3,20.1,0.564,0.118,0.137,3.8,19.8,11.6,14,1.1,1,10,29.2,0.1,0.1,0.2,0.092,-0.7,0.5,-0.1,0
76,Tim Hardaway\hardati02,SG,24,ATL,6,6,33.3,4.5,13.7,0.329,1.8,7,0.262,2.7,6.7,0.4,0.396,2,3.2,0.632,0.5,2.2,2.7,1.2,0.5,0,1.7,2.2,12.8,3.8,0.426,0.512,0.232,1.7,7.3,4.5,5.4,0.7,0,10,21.3,-0.4,0.2,-0.2,-0.052,-4.4,-1.6,-6,-0.2
77,James Harden\hardeja01,PG,27,HOU,11,11,37,8.2,19.8,0.413,2.9,10.5,0.278,5.3,9.4,0.563,0.486,9.2,10.5,0.878,0.6,4.8,5.5,8.5,1.9,0.5,5.4,3.9,28.5,23,0.583,0.528,0.528,1.9,13.7,8,41.7,2.6,0.9,18,35.3,0.8,0.6,1.3,0.157,6.4,1.5,7.9,1
78,Maurice Harkless\harklma01,SF,23,POR,4,4,24.8,2.5,8.5,0.294,0.5,3,0.167,2,5.5,0.364,0.324,1.8,2,0.875,1.8,1.5,3.3,0.8,1.3,1.3,0.3,3.5,7.3,8.6,0.386,0.353,0.235,7,6.9,7,4.7,2.4,4.3,2.6,16.2,-0.1,0.1,0,-0.011,-5.4,5.3,-0.1,0
79,Montrezl Harrell\harremo01,C,23,HOU,5,0,4.2,0.2,0.6,0.333,0,0,,0.2,0.6,0.333,0.333,0.6,1.2,0.5,0.2,1,1.2,0.4,0,0,0.4,1.4,1,0.9,0.443,0,2,5.3,25.1,15.4,13.2,0,0,26.2,16,0,0,0,-0.024,-8.4,0.7,-7.7,0
80,Andrew Harrison\harrian01,PG,22,MEM,6,0,19.8,2.2,4.8,0.448,0.8,2.2,0.385,1.3,2.7,0.5,0.534,1.3,1.5,0.889,0.7,1.2,1.8,2.2,0.5,0.2,0.5,2.3,6.5,13.8,0.592,0.448,0.31,4.3,7.6,6,18.2,1.4,0.8,8.3,15.1,0.3,0,0.2,0.099,-0.3,1.6,1.2,0.1
81,Spencer Hawes\hawessp01,PF,28,MIL,3,0,5.7,0.7,1.7,0.4,0.3,0.7,0.5,0.3,1,0.333,0.5,0,0,,0.7,0.7,1.3,0.3,0,0.3,0.3,1,1.7,10.2,0.5,0.4,0,13.2,15.3,14.1,9.7,0,5.7,16.7,16.8,0,0,0,0.074,-1.3,1,-0.2,0
82,Gordon Hayward\haywago01,SF,26,UTA,11,11,37.4,7.5,17.1,0.441,2.5,6.2,0.412,5,10.9,0.458,0.516,6.5,6.9,0.934,0.6,5.5,6.1,3.4,0.9,0.3,2.2,2.1,24.1,20.7,0.598,0.362,0.404,2,17.6,9.8,16.7,1.3,0.6,9.8,28.5,0.8,0.4,1.2,0.142,3,1.1,4.1,0.6
83,John Henson\hensojo01,C,26,MIL,2,0,6,0.5,2,0.25,0,0,,0.5,2,0.25,0.25,0.5,0.5,1,1,1,2,0,0.5,0,0.5,0.5,1.5,8.1,0.338,0,0.25,18.7,21.6,20,0,4.4,0,18.4,21.6,0,0,0,-0.044,-9.2,-3.4,-12.6,0
84,Nene Hilario\hilarne01,C,34,HOU,9,0,17.9,4,5.7,0.706,0,0.1,0,4,5.6,0.72,0.706,2,3.4,0.581,1.2,3.4,4.7,0.6,0.7,0.4,1,2.7,10,21.5,0.696,0.02,0.608,7.6,20.3,14.1,5.7,1.9,1.9,12.2,20.1,0.4,0.3,0.7,0.206,0.3,1.3,1.7,0.1
85,George Hill\hillge01,PG,30,UTA,8,8,35.1,5.8,12.3,0.469,1.5,3.9,0.387,4.3,8.4,0.507,0.531,2.6,3.6,0.724,1,3.1,4.1,3.6,0.3,0.1,1.6,3.1,15.6,13.4,0.564,0.316,0.296,3.4,10.7,7,17.8,0.4,0.3,10.5,21,0.3,0.1,0.4,0.075,0.1,0.4,0.5,0.2
86,Rodney Hood\hoodro01,SG,24,UTA,11,0,25.2,3.4,9.5,0.352,1.2,4.5,0.26,2.2,5,0.436,0.414,1,1.6,0.611,0.1,2.6,2.7,1.1,0.5,0,0.9,2.7,8.9,4.7,0.434,0.476,0.171,0.4,12.6,6.5,7.1,0.9,0,8.1,21.1,-0.6,0.2,-0.4,-0.069,-5.5,-0.2,-5.7,-0.3
87,Al Horford\horfoal01,C,30,BOS,18,18,33.9,6.2,10.6,0.584,1.5,2.9,0.519,4.7,7.7,0.609,0.655,1.2,1.6,0.759,1.7,4.8,6.6,5.4,0.8,0.8,1.8,1.8,15.1,20.1,0.668,0.274,0.153,5.8,17.3,11.3,25.9,1.3,2,14,17.5,1.7,0.4,2.1,0.165,2.5,2.1,4.6,1
88,Dwight Howard\howardw01,C,31,ATL,6,6,26.2,3,6,0.5,0,0,,3,6,0.5,0.5,2,3.2,0.632,3,7.7,10.7,1.3,1,0.8,1.8,3.5,8,13.9,0.541,0,0.528,12.8,33,22.8,7.6,1.9,2.5,19.9,14.9,0,0.3,0.4,0.114,-2.9,4.2,1.4,0.1
89,Kris Humphries\humphkr01,PF,31,ATL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,1,0,0,0,13.2,,,,0,0,0,0,0,26.6,,0,0,0,0,0.133,-7,17.6,10.5,0
90,Serge Ibaka\ibakase01,PF,27,TOR,10,10,30.7,6,13,0.462,1.2,3.8,0.316,4.8,9.2,0.522,0.508,1.1,1.3,0.846,0.9,5.6,6.5,1.4,0.4,1.7,1.1,3.7,14.3,14.4,0.527,0.292,0.1,3.6,21.9,12.8,8.4,0.7,5.1,7.5,22.4,0,0.4,0.4,0.065,-1.9,2.2,0.3,0.2
91,Andre Iguodala\iguodan01,SF,33,GSW,16,0,26.2,2.9,6.3,0.455,0.5,2.6,0.19,2.4,3.7,0.644,0.495,0.9,1.6,0.577,0.6,3.5,4.1,3.2,0.9,0.4,1,1.8,7.2,10.5,0.511,0.416,0.257,2.5,13.5,8.4,15.5,1.6,1.4,12.5,13.2,0.2,0.6,0.9,0.099,0.2,1.4,1.6,0.4
92,Ersan Ilyasova\ilyaser01,PF,29,ATL,6,0,15,1.3,3.8,0.348,0.2,0.8,0.2,1.2,3,0.389,0.37,1.2,1.5,0.778,2.3,2.8,5.2,0.3,0.2,0,0.8,1.2,4,9.3,0.445,0.217,0.391,17.4,21.3,19.3,3.2,0.5,0,15.6,15,0,0.1,0.1,0.049,-3.4,-0.8,-4.1,0
93,Joe Ingles\inglejo01,SF,29,UTA,11,11,30.4,2.3,5.6,0.403,1.4,3.7,0.366,0.9,1.9,0.476,0.524,0.5,0.8,0.667,0.2,3.5,3.7,3.3,2,0.5,1.5,2.5,6.5,10.2,0.538,0.661,0.145,0.7,14.1,7.4,16.1,3.4,1.3,19.5,11.7,0,0.5,0.4,0.064,-1.7,5.2,3.4,0.5
94,Kyrie Irving\irvinky01,PG,24,CLE,18,18,36.3,9.6,20.6,0.468,2.4,6.6,0.373,7.2,14,0.512,0.527,4.2,4.7,0.905,0.7,2.1,2.8,5.3,1.3,0.4,2.7,2.1,25.9,21.3,0.573,0.319,0.227,2.4,6.5,4.6,24.7,1.7,1,10.6,31.1,1.6,0.4,2,0.147,2.2,-1,1.2,0.5
95,LeBron James\jamesle01,SF,32,CLE,18,18,41.3,12.1,21.3,0.565,2.4,5.9,0.411,9.6,15.4,0.625,0.622,6.3,9,0.698,1.1,8.1,9.1,7.8,1.9,1.3,4,2.4,32.8,30.1,0.649,0.279,0.422,3.1,21.6,12.8,33.8,2.3,2.6,13.7,31.6,3.2,1.1,4.3,0.275,7.3,4.2,11.5,2.5
96,Richard Jefferson\jefferi01,SF,36,CLE,14,0,12.8,1.1,2.7,0.421,0.4,1.4,0.263,0.8,1.4,0.579,0.487,1.3,2,0.643,0.7,1.1,1.8,0.5,0.1,0.2,0.6,2.1,3.9,7.6,0.547,0.5,0.737,6.9,9.3,8.1,5.1,0.6,1.4,13.7,14.5,0.1,0.1,0.2,0.059,-1.6,-0.2,-1.9,0
97,Brandon Jennings\jennibr01,PG,27,WAS,13,0,13.7,1.1,2.8,0.389,0.2,1,0.154,0.9,1.8,0.522,0.417,0.5,0.6,0.875,0.4,1.1,1.5,1.8,0.2,0,0.6,1,2.8,6.9,0.468,0.361,0.222,3.2,9.1,6.2,18,0.6,0,16.8,11.5,0,0.1,0.1,0.025,-3.2,-1.7,-5,-0.1
98,Jonas Jerebko\jerebjo01,PF,29,BOS,12,0,10.7,1.3,2.6,0.484,0.4,1.3,0.333,0.8,1.3,0.625,0.565,0.7,0.7,1,0.6,1.8,2.4,1,0.4,0.3,0.5,1.1,3.6,15.1,0.623,0.484,0.258,6.2,20.8,13.3,13.8,2,2,14.8,14.4,0.2,0.1,0.3,0.127,-1.3,2.1,0.8,0.1
99,Amir Johnson\johnsam01,PF,29,BOS,14,9,10.1,1.1,2.1,0.5,0.1,0.2,0.333,1,1.9,0.519,0.517,0.4,0.6,0.625,1.2,0.9,2.1,0.2,0.3,0.4,0.4,1.7,2.6,10.3,0.537,0.1,0.267,13.6,11.1,12.4,3.1,1.4,3.6,15.2,12.6,0.1,0.1,0.2,0.063,-4,1.6,-2.4,0
100,Joe Johnson\johnsjo02,SF,35,UTA,11,2,29.6,5.3,12.1,0.436,1.4,4.1,0.333,3.9,8,0.489,0.492,1,1.4,0.733,0.7,3.2,3.9,2.5,0.5,0.1,1.2,1.9,12.9,12.1,0.509,0.338,0.113,2.9,12.9,7.9,14.7,1,0.3,8.5,22.3,-0.1,0.2,0.2,0.025,-1.6,0.8,-0.9,0.1
101,Wesley Johnson\johnswe01,SF,29,LAC,3,0,3.7,0,0,,0,0,,0,0,,,0.3,0.7,0.5,0,0.7,0.7,0,0.3,0,0,0.7,0.3,6.7,0.568,,,0,23.8,11.6,0,4.9,0,0,3.9,0,0,0,0.124,-5,4,-1,0
102,Dahntay Jones\jonesda02,SF,36,CLE,10,0,3.3,0.5,1,0.5,0.1,0.2,0.5,0.4,0.8,0.5,0.55,0.5,0.5,1,0.1,0.6,0.7,0.1,0,0.1,0.1,0.7,1.6,14.9,0.656,0.2,0.5,3.7,20.2,12.4,4.3,0,2.5,7.6,17.8,0.1,0,0.1,0.177,-1.7,-1,-2.7,0
103,Damian Jones\jonesda03,C,21,GSW,4,0,5.3,0.8,1.8,0.429,0,0,,0.8,1.8,0.429,0.429,0.3,0.5,0.5,1,0.5,1.5,0,0.5,0.3,0,0.8,1.8,17.3,0.444,0,0.286,22.1,9.6,15.4,0,4.6,3.9,0,16.1,0,0.1,0.1,0.185,-0.5,-0.4,-0.9,0
104,James Jones\jonesja02,SF,36,CLE,8,0,3.8,0.1,0.6,0.2,0,0.4,0,0.1,0.3,0.5,0.2,0,0,,0.1,0.4,0.5,0,0,0,0.3,0.4,0.3,-5.3,0.2,0.6,0,4.1,11.1,7.8,0,0,0,28.6,10.4,-0.1,0,-0.1,-0.163,-10,-2.1,-12.1,-0.1
105,DeAndre Jordan\jordade01,C,28,LAC,7,7,37.7,6.1,8.7,0.705,0,0.1,0,6.1,8.6,0.717,0.705,3.1,8,0.393,3.6,10.9,14.4,0.7,0.4,0.9,2.4,4.1,15.4,17.3,0.631,0.016,0.918,11.7,37.6,24.3,3.2,0.6,2.2,16.6,18.7,0.3,0.4,0.7,0.128,-2.4,1.6,-0.8,0.1
106,Cory Joseph\josepco01,PG,25,TOR,10,2,21.2,3.1,7.1,0.437,0.9,2.2,0.409,2.2,4.9,0.449,0.5,0.8,0.8,1,0.4,1.7,2.1,3.1,0.4,0.2,1.4,1.7,7.9,11.4,0.53,0.31,0.113,2.3,9.6,6,24.8,1,0.9,15.8,19.6,0,0.2,0.2,0.035,-1.3,-0.5,-1.9,0
107,Enes Kanter\kanteen01,C,24,OKC,5,0,9,2,5.2,0.385,0,0,,2,5.2,0.385,0.385,0.8,0.8,1,0.6,1.2,1.8,0.2,0,0.8,0.4,1.6,4.8,10.9,0.432,0,0.154,6.8,15.2,10.8,3.8,0,8.5,6.7,28.3,-0.1,0,0,-0.045,-10.5,-0.9,-11.4,-0.1
108,Kyle Korver\korveky01,SG,35,CLE,18,0,18.1,1.9,4.4,0.425,1.5,3.8,0.391,0.4,0.6,0.636,0.594,0.6,0.6,1,0.1,1.6,1.7,0.7,0.4,0.3,0.4,1.2,5.8,10.2,0.622,0.863,0.125,0.8,9.5,5.4,5.3,1.1,1.3,7.7,12.5,0.4,0.2,0.6,0.094,0.8,0.2,1,0.2
109,Joffrey Lauvergne\lauvejo01,C,25,CHI,3,0,8.7,1.3,3.7,0.364,0,0.7,0,1.3,3,0.444,0.364,2,2,1,1.7,1.3,3,1.7,0,0,0.7,0.3,4.7,24.1,0.513,0.182,0.545,21.9,17,19.4,31.9,0,0,12.8,27.1,0.1,0,0.1,0.161,4.3,-0.9,3.4,0
110,Jake Layman\laymaja01,SF,22,POR,2,0,8,1,2,0.5,0.5,0.5,1,0.5,1.5,0.333,0.625,0.5,1,0.5,0,0.5,0.5,0.5,0.5,0,0,1,3,13.3,0.615,0.25,0.5,0,7.1,3.3,10.2,2.9,0,0,12.7,0,0,0,0.121,-2.1,2.8,0.7,0
111,David Lee\leeda02,PF,33,SAS,15,4,16.3,1.7,3.2,0.521,0,0.1,0,1.7,3.1,0.532,0.521,0.7,1.1,0.647,1.3,2.5,3.8,0.7,0.3,0.3,0.4,1.3,4.1,12.1,0.55,0.021,0.354,9.1,18.2,13.4,6.2,0.8,2,9.8,11.1,0.3,0.2,0.5,0.098,-1.9,2.3,0.4,0.1
112,Kawhi Leonard\leonaka01,SF,25,SAS,12,12,35.8,8.8,16.8,0.525,2.1,4.6,0.455,6.8,12.3,0.551,0.587,7.9,8.5,0.931,1.6,6.2,7.8,4.6,1.7,0.5,2.2,1.8,27.7,31.5,0.672,0.272,0.505,4.9,20.8,12.5,22.3,2.4,1.4,9.5,28.2,2.3,0.5,2.8,0.314,8.7,2.6,11.3,1.4
113,Meyers Leonard\leoname01,PF,24,POR,3,1,10.3,0.3,1.7,0.2,0,1.3,0,0.3,0.3,1,0.2,0,0,,0.7,2,2.7,0.3,0,0,1.3,2,0.7,-6.1,0.2,0.8,0,6.4,22.1,13.7,4.6,0,0,44.4,12.1,-0.1,0,-0.1,-0.231,-13.2,3,-10.2,-0.1
114,Damian Lillard\lillada01,PG,26,POR,4,4,37.8,9.8,22.5,0.433,2.3,8,0.281,7.5,14.5,0.517,0.483,6,6.3,0.96,1,3.5,4.5,3.3,1.3,0.5,3.3,2.8,27.8,18.4,0.55,0.356,0.278,2.6,10.6,6.3,17.9,1.6,1.1,11.4,31.4,0.1,0,0.1,0.041,0.6,1.4,2.1,0.2
115,Shaun Livingston\livinsh01,PG,31,GSW,14,0,15.7,2.4,4.2,0.576,0,0,,2.4,4.2,0.576,0.576,0.4,0.5,0.714,0.7,1.4,2.1,1.4,0.4,0.1,0.7,1.7,5.2,11,0.588,0,0.119,5.3,8.7,7.1,12.3,1.1,0.7,13.9,14.1,0.2,0.3,0.5,0.109,-0.1,-0.3,-0.4,0.1
116,Robin Lopez\lopezro01,C,28,CHI,6,6,27,5.7,8.7,0.654,0,0,,5.7,8.7,0.654,0.654,1.3,1.3,1,4.7,2.5,7.2,0.8,0.5,1,1.3,2.2,12.7,23.4,0.684,0,0.154,19.7,10.2,14.9,5.6,1,3.8,12.6,17.7,0.5,0.1,0.7,0.195,3.3,0.7,3.9,0.2
117,Kevin Love\loveke01,PF,28,CLE,18,18,32.1,5.3,12.1,0.436,2.8,6.2,0.45,2.5,5.9,0.421,0.55,3.5,4.2,0.84,2,8.6,10.6,1.7,1.2,0.9,1.7,2.6,16.8,19.7,0.604,0.509,0.344,7.6,29.7,19.3,7.5,1.8,2.3,11,21.8,1.3,0.9,2.1,0.178,1.2,1.9,3.2,0.8
118,Kyle Lowry\lowryky01,PG,30,TOR,8,8,37.5,5.4,11.6,0.462,1.6,4.8,0.342,3.8,6.9,0.545,0.532,3.4,4.1,0.818,0.4,2.8,3.1,5.9,1.5,0.5,2.1,3.3,15.8,15.7,0.586,0.409,0.355,1.2,8.8,5,26.5,2.1,1.2,13.7,19.5,0.4,0.3,0.7,0.116,2,0.5,2.5,0.3
119,Trey Lyles\lylestr01,PF,21,UTA,2,0,5,1.5,3.5,0.429,0.5,1.5,0.333,1,2,0.5,0.5,0,0,,0,1,1,0.5,0.5,0,0.5,0.5,3.5,17.9,0.5,0.429,0,0,24.1,12,22.6,5.2,0,12.5,38.1,0,0,0,-0.052,-1,2.9,1.9,0
120,Shelvin Mack\macksh01,PG,26,UTA,9,3,17.2,1.9,5.4,0.347,0.8,1.7,0.467,1.1,3.8,0.294,0.418,1.4,1.7,0.867,0.3,2.4,2.8,2,0.4,0,1,1.6,6,9.7,0.486,0.306,0.306,2.3,17.1,9.7,18.4,1.3,0,13.9,19.9,-0.1,0.1,0,0.014,-3.8,1.5,-2.3,0
121,Ian Mahinmi\mahinia01,C,30,WAS,5,0,12.6,1,1.8,0.556,0,0,,1,1.8,0.556,0.556,0.8,2.2,0.364,0.6,1.6,2.2,1.2,0.2,1.2,0.6,3.4,2.8,8.6,0.506,0,1.222,5.5,14.7,10.1,12.7,0.8,8.7,17.8,11.5,0,0.1,0.1,0.066,-4.4,4.6,0.2,0
122,Thon Maker\makerth01,C,19,MIL,6,6,19.3,2,5.2,0.387,0.3,1.7,0.2,1.7,3.5,0.476,0.419,1.5,1.8,0.818,1.3,1.8,3.2,2,0.8,1.8,1.3,3,5.8,13.6,0.488,0.323,0.355,7.7,12.3,9.8,16.6,2.3,9.1,18.2,18,0,0.3,0.2,0.1,-1.3,5.5,4.3,0.2
123,Jarell Martin\martija01,PF,22,MEM,3,0,3.3,0.3,1,0.333,0,0,,0.3,1,0.333,0.333,0,0,,0.7,0.7,1.3,0,0.3,0,0,0.7,0.7,14.1,0.333,0,0,25.8,25.9,25.9,0,5.6,0,0,15,0,0,0,0.077,-6.6,0.2,-6.4,0
124,Luc Mbah a Moute\mbahalu01,SF,30,LAC,7,7,32,2.4,6.1,0.395,0.7,2.3,0.313,1.7,3.9,0.444,0.453,2,2.9,0.7,1.4,3.6,5,1,1.1,0.6,0.4,2.3,7.6,10.6,0.512,0.372,0.465,5.5,14.6,9.9,4.6,1.9,1.7,5.5,11.8,0.2,0.3,0.5,0.098,-1.1,3.5,2.4,0.2
125,James Michael McAdoo\mcadoja01,PF,24,GSW,13,0,4.3,0.7,1.3,0.529,0.2,0.4,0.4,0.5,0.9,0.583,0.588,0.3,0.5,0.667,0.4,0.6,1,0,0.2,0.2,0.1,0.4,1.8,16.5,0.611,0.294,0.353,10.3,14.4,12.5,0,1.7,2.9,4.8,15.8,0.1,0.1,0.2,0.182,0.1,-3,-2.8,0
126,Patrick McCaw\mccawpa01,SG,21,GSW,15,3,12.1,1.4,3.2,0.438,0.5,1.5,0.348,0.9,1.7,0.52,0.521,0.7,0.9,0.846,0.7,1.5,2.2,1.1,0.6,0.2,0.2,0.9,4.1,14.8,0.568,0.479,0.271,6.4,12.8,9.8,11.4,2.4,1.3,5.3,13.5,0.4,0.3,0.7,0.18,2.7,1,3.8,0.3
127,Sheldon McClellan\mcclesh01,SG,24,WAS,7,0,2.4,0.7,1.3,0.556,0.3,0.7,0.4,0.4,0.6,0.75,0.667,0.3,0.3,1,0,0.3,0.3,0,0,0,0.1,0.1,2,22.3,0.709,0.556,0.222,0,13.6,6.8,0,0,0,9.2,27.6,0,0,0.1,0.155,1.8,-8.9,-7.1,0
128,C.J. McCollum\mccolcj01,SG,25,POR,4,4,35,8,20,0.4,2.8,5.5,0.5,5.3,14.5,0.362,0.469,3.8,4,0.938,2,4,6,1,1,0.5,3.8,2.5,22.5,13,0.517,0.275,0.2,5.7,13.1,9.1,5.6,1.3,1.2,14.7,30.3,-0.2,0,-0.2,-0.054,-5,0.8,-4.2,-0.1
129,Doug McDermott\mcderdo01,SF,25,OKC,5,0,13.2,1.8,3.6,0.5,1.4,2.6,0.538,0.4,1,0.4,0.694,0,0,,0,1,1,0.2,0.2,0.2,0.2,0.4,5,12.1,0.694,0.722,0,0,8.7,4.1,2.3,0.7,1.5,5.3,12.3,0.1,0,0.1,0.091,-1.6,-2.2,-3.8,0
130,JaVale McGee\mcgeeja01,C,29,GSW,16,1,9.3,2.6,3.5,0.732,0,0,,2.6,3.5,0.732,0.732,0.8,1.1,0.722,1.4,1.6,3,0.3,0.1,0.9,0.5,1.9,5.9,26.9,0.743,0,0.321,17.1,17.6,17.4,4.3,0.6,8.2,11.1,20.7,0.6,0.3,0.9,0.295,4.4,1.5,5.9,0.3
131,Jordan Mickey\mickejo01,PF,22,BOS,2,0,9,1,2.5,0.4,0,0,,1,2.5,0.4,0.4,0,0,,0,2.5,2.5,0,0,0.5,0.5,1.5,2,1.8,0.4,0,0,0,33.7,16.3,0,0,4.8,16.7,15.1,-0.1,0,0,-0.093,-15.3,-1.6,-16.9,-0.1
132,Khris Middleton\middlkh01,SF,25,MIL,6,6,38.5,5.2,13,0.397,1.2,3.2,0.368,4,9.8,0.407,0.442,3,3.7,0.818,0,4.7,4.7,5.3,2,0,1.8,2.8,14.5,12.8,0.496,0.244,0.282,0,15.7,7.3,23.4,2.8,0,11.1,20.4,0,0.4,0.4,0.088,-0.2,0.5,0.3,0.1
133,C.J. Miles\milescj01,SF,29,IND,4,2,20.5,2.8,6,0.458,1.3,4,0.313,1.5,2,0.75,0.563,0.5,0.5,1,1,1,2,0.3,0.5,0.3,0.5,3,7.3,9.6,0.583,0.667,0.083,5.6,5.8,5.7,1.7,1.2,1.2,7.4,14.3,0.1,0,0.1,0.048,-1.1,-0.4,-1.5,0
134,Patty Mills\millspa02,PG,28,SAS,16,6,26,3.6,8.8,0.407,2,5.6,0.36,1.6,3.2,0.49,0.521,1.2,1.4,0.864,0.3,1.8,2.1,2.7,0.8,0.1,1.3,2.1,10.3,11.6,0.551,0.636,0.157,1.3,8.4,4.7,15.1,1.6,0.2,12.3,18.2,0.4,0.2,0.6,0.07,0.9,-0.3,0.6,0.3
135,Paul Millsap\millspa01,PF,31,ATL,6,6,36.5,8.3,16.5,0.505,0.5,2.8,0.176,7.8,13.7,0.573,0.52,7.2,8.8,0.811,1.5,7.8,9.3,4.3,1.7,0.7,3.8,3.2,24.3,21.3,0.597,0.172,0.535,4.6,24.1,14.3,21.5,2.2,1.5,15.8,28.1,0.3,0.4,0.7,0.162,2.3,3.2,5.5,0.4
136,Nikola Mirotic\mirotni01,PF,25,CHI,6,6,27,2.8,8.3,0.34,1.7,5.8,0.286,1.2,2.5,0.467,0.44,1.3,1.7,0.8,0.7,4.3,5,1.5,0.7,0.5,0.7,2.7,8.7,9.5,0.478,0.7,0.2,2.8,17.7,10.4,8.5,1.3,1.9,6.8,16.2,0,0.2,0.2,0.058,-2,0.3,-1.7,0
137,Greg Monroe\monrogr01,C,26,MIL,6,0,23.5,4.5,8.5,0.529,0,0,,4.5,8.5,0.529,0.529,4.2,5,0.833,2.8,4.5,7.3,1.7,1.3,0.5,1.8,2.7,13.2,24.3,0.615,0,0.588,13.5,24.8,18.8,13.3,3,2,14.6,25.4,0.3,0.3,0.7,0.229,3,2.2,5.1,0.3
138,Markieff Morris\morrima02,PF,27,WAS,13,13,28.7,4.5,11.2,0.407,1.1,2.9,0.368,3.5,8.2,0.421,0.455,1.9,2.4,0.806,1.4,5,6.4,1.7,0.9,1.3,1.6,3.5,12.1,12.3,0.495,0.262,0.214,5.6,20.2,12.9,8.8,1.6,4.1,11.7,20.8,-0.1,0.5,0.4,0.052,-3,1.6,-1.4,0.1
139,Anthony Morrow\morroan01,SG,31,CHI,3,0,9.7,1.7,3,0.556,0,0,,1.7,3,0.556,0.556,0.7,0.7,1,0,1,1,0.7,0,0,0,0.7,4,14.5,0.607,0,0.222,0,11.4,5.8,11.8,0,0,0,15.3,0.1,0,0.1,0.141,-2,-2.8,-4.8,0
140,Dejounte Murray\murrade01,PG,20,SAS,11,2,15.3,2.1,5.5,0.377,0,0.3,0,2.1,5.3,0.397,0.377,1.5,2.3,0.68,0.4,2.1,2.5,2.5,1.5,0.1,1.5,1.3,5.7,12.7,0.438,0.049,0.41,2.6,16.5,9.3,23.4,4.9,0.6,18.2,23.2,-0.3,0.3,0,0.004,-4.6,4.1,-0.5,0.1
141,Mike Muscala\muscami01,C,25,ATL,6,0,13.5,0.8,3,0.278,0,0.7,0,0.8,2.3,0.357,0.278,1.2,1.3,0.875,1,1.7,2.7,0.3,0.2,0.5,0.2,2,2.8,6.2,0.395,0.222,0.444,8.3,13.9,11.1,3.4,0.6,3,4.4,11.8,0,0.1,0.1,0.055,-4.2,1.7,-2.5,0
142,Shabazz Napier\napiesh01,PG,25,POR,4,0,11.8,2,4.8,0.421,1.3,2.8,0.455,0.8,2,0.375,0.553,1.5,2,0.75,0.3,0.8,1,0.8,0.5,0,0,1.5,6.8,17.7,0.599,0.579,0.421,2.1,7.3,4.5,11.2,2,0,0,19.9,0.1,0,0.2,0.159,2.3,0.7,2.9,0.1
143,Raul Neto\netora01,PG,24,UTA,9,0,6.7,0.9,1.4,0.615,0.3,0.7,0.5,0.6,0.8,0.714,0.731,0.4,0.4,1,0,0.8,0.8,0.4,0.1,0.1,0.3,0.9,2.6,13.8,0.779,0.462,0.308,0,14.1,7,10.9,0.9,1.5,16.9,14.1,0.1,0,0.2,0.143,-0.3,1.4,1.1,0
144,Lucas Nogueira\noguelu01,C,24,TOR,3,0,2.3,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.7,1,1.7,0,0,0,0,0.3,1,24.6,0.521,0,1,34.9,51.4,43.2,0,0,0,0,19.3,0,0,0,0.254,-3.2,-9.9,-13.1,0
145,Jusuf Nurkic\nurkiju01,C,22,POR,1,1,17,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,,0,11,11,4,0,1,3,1,2,7.4,0.333,0.333,0,0,73.9,34.3,34.6,0,5,50,14.7,-0.1,0,0,-0.133,-15.3,10.3,-5,0
146,Daniel Ochefu\ochefda01,C,23,WAS,4,0,1.3,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0,0.3,0.3,0,0,0,0.3,0.3,0,-19.4,0,0,0,0,23.2,11.6,0,0,0,50,17.2,-0.1,0,0,-0.454,-22.7,-3.2,-25.9,0
147,Victor Oladipo\oladivi01,SG,24,OKC,5,5,36.2,4.2,12.2,0.344,1.2,5,0.24,3,7.2,0.417,0.393,1.2,1.2,1,0.4,5.2,5.6,2,1.4,0.6,1.2,3.4,10.8,6.9,0.424,0.41,0.098,1.1,16.4,8.3,8,1.9,1.6,8.6,16.5,-0.2,0.1,-0.1,-0.021,-6.5,0.6,-5.9,-0.2
